"Var1","Var2","value"
"Aromanian","Slovenian",11416.2082149617
"Romanian","Slovenian",11416.2082149617
"Latin","Slovenian",9449.0853968035
"Breton","Slovenian",11416.2082149617
"Breton","Slovenian",11416.2082149617
"Breton","Slovenian",11416.2082149617
"Cornish","Slovenian",11416.2082149617
"Welsh","Slovenian",11416.2082149617
"Welsh","Slovenian",11416.2082149617
"Irish","Slovenian",11416.2082149617
"Scottish Gaelic","Slovenian",11416.2082149617
"Luxembourgish","Slovenian",11416.2082149617
"German","Slovenian",11416.2082149617
"West Flemish","Slovenian",11416.2082149617
"Dutch","Slovenian",11416.2082149617
"English","Slovenian",11416.2082149617
"Swedish","Slovenian",11416.2082149617
"Swedish","Slovenian",11416.2082149617
"Swedish","Slovenian",11416.2082149617
"Norwegian (Bokmål)","Slovenian",11416.2082149617
"Danish","Slovenian",11416.2082149617
"Faroese","Slovenian",11416.2082149617
"Icelandic","Slovenian",11416.2082149617
"Gothic","Slovenian",9768.2550406483
"Czech","Slovenian",3223.8523929628
"Czech","Slovenian",3223.8523929628
"Slovak","Slovenian",3223.8523929628
"Upper Sorbian","Slovenian",3223.85239296283
"Lower Sorbian","Slovenian",3223.85239296283
"Polish","Slovenian",3223.8523929628
"Belarusian","Slovenian",3223.8523929628
"Ukrainian","Slovenian",3223.8523929628
"Russian","Slovenian",3223.8523929628
"Bulgarian","Slovenian",2736.24667147533
"Macedonian","Slovenian",2736.24667147533
"Serbian","Slovenian",2736.24667147533
"Old Church Slavonic","Slovenian",1764.55545539471
"Slovenian","Slovenian",0
"Latvian","Slovenian",6239.2106625623
"Lithuanian","Slovenian",6239.2106625623
"Western Punjabi","Slovenian",12798.0624791546
"Urdu","Slovenian",12798.0624791546
"Hindi","Slovenian",12798.0624791546
"Bihari","Slovenian",12798.0624791546
"Gujarati","Slovenian",12798.0624791546
"Marathi","Slovenian",12798.0624791546
"Sindhi","Slovenian",12798.0624791546
"Assamese","Slovenian",12798.0624791546
"Oriya","Slovenian",12798.0624791546
"Bengali","Slovenian",12798.0624791546
"Kashmiri","Slovenian",12798.0624791546
"Sinhalese","Slovenian",12798.0624791546
"Romani","Slovenian",12798.0624791546
"Sanskrit","Slovenian",9803.91638087458
"Tajik","Slovenian",12798.0624791546
"Persian","Slovenian",12798.0624791546
"Kurdish (Sorani)","Slovenian",12798.0624791546
"Ossetian","Slovenian",12798.0624791546
"Albanian","Slovenian",12798.0624791546
"Anglo Saxon","Slovenian",12798.0624791546
"Greek","Slovenian",12798.0624791546
"Armenian","Slovenian",13663.9058346533
"Armenian","Slovenian",13663.9058346533
"Friulian","Latvian",11416.2082149617
"Italian","Latvian",11416.2082149617
"Romansh","Latvian",11416.2082149617
"Walloon","Latvian",11416.2082149617
"French","Latvian",11416.2082149617
"Occitan","Latvian",11416.2082149617
"Spanish","Latvian",11416.2082149617
"Portuguese","Latvian",11416.2082149617
"Catalan","Latvian",11416.2082149617
"Aromanian","Latvian",11416.2082149617
"Romanian","Latvian",11416.2082149617
"Latin","Latvian",9449.0853968035
"Breton","Latvian",11416.2082149617
"Breton","Latvian",11416.2082149617
"Breton","Latvian",11416.2082149617
"Cornish","Latvian",11416.2082149617
"Welsh","Latvian",11416.2082149617
"Welsh","Latvian",11416.2082149617
"Irish","Latvian",11416.2082149617
"Scottish Gaelic","Latvian",11416.2082149617
"Luxembourgish","Latvian",11416.2082149617
"German","Latvian",11416.2082149617
"West Flemish","Latvian",11416.2082149617
"Dutch","Latvian",11416.2082149617
"English","Latvian",11416.2082149617
"Swedish","Latvian",11416.2082149617
"Swedish","Latvian",11416.2082149617
"Swedish","Latvian",11416.2082149617
"Norwegian (Bokmål)","Latvian",11416.2082149617
"Danish","Latvian",11416.2082149617
"Faroese","Latvian",11416.2082149617
"Icelandic","Latvian",11416.2082149617
"Gothic","Latvian",9768.2550406483
"Czech","Latvian",6239.2106625623
"Czech","Latvian",6239.2106625623
"Slovak","Latvian",6239.2106625623
"Upper Sorbian","Latvian",6239.21066256233
"Lower Sorbian","Latvian",6239.21066256233
"Polish","Latvian",6239.2106625623
"Belarusian","Latvian",6239.2106625623
"Ukrainian","Latvian",6239.2106625623
"Russian","Latvian",6239.2106625623
"Bulgarian","Latvian",6239.21066256233
"Macedonian","Latvian",6239.21066256233
"Serbian","Latvian",6239.21066256233
"Old Church Slavonic","Latvian",5267.51944648171
"Slovenian","Latvian",6239.2106625623
"Latvian","Latvian",0
"Lithuanian","Latvian",2694.18429642065
"Western Punjabi","Latvian",12798.0624791546
"Urdu","Latvian",12798.0624791546
"Hindi","Latvian",12798.0624791546
"Bihari","Latvian",12798.0624791546
"Gujarati","Latvian",12798.0624791546
"Marathi","Latvian",12798.0624791546
"Sindhi","Latvian",12798.0624791546
"Assamese","Latvian",12798.0624791546
"Oriya","Latvian",12798.0624791546
"Bengali","Latvian",12798.0624791546
"Kashmiri","Latvian",12798.0624791546
"Sinhalese","Latvian",12798.0624791546
"Romani","Latvian",12798.0624791546
"Sanskrit","Latvian",9803.91638087458
"Tajik","Latvian",12798.0624791546
"Persian","Latvian",12798.0624791546
"Kurdish (Sorani)","Latvian",12798.0624791546
"Ossetian","Latvian",12798.0624791546
"Albanian","Latvian",12798.0624791546
"Anglo Saxon","Latvian",12798.0624791546
"Greek","Latvian",12798.0624791546
"Armenian","Latvian",13663.9058346533
"Armenian","Latvian",13663.9058346533
"Friulian","Lithuanian",11416.2082149617
"Italian","Lithuanian",11416.2082149617
"Romansh","Lithuanian",11416.2082149617
"Walloon","Lithuanian",11416.2082149617
"French","Lithuanian",11416.2082149617
"Occitan","Lithuanian",11416.2082149617
"Spanish","Lithuanian",11416.2082149617
"Portuguese","Lithuanian",11416.2082149617
"Catalan","Lithuanian",11416.2082149617
"Aromanian","Lithuanian",11416.2082149617
"Romanian","Lithuanian",11416.2082149617
"Latin","Lithuanian",9449.0853968035
"Breton","Lithuanian",11416.2082149617
"Breton","Lithuanian",11416.2082149617
"Breton","Lithuanian",11416.2082149617
"Cornish","Lithuanian",11416.2082149617
"Welsh","Lithuanian",11416.2082149617
"Welsh","Lithuanian",11416.2082149617
"Irish","Lithuanian",11416.2082149617
"Scottish Gaelic","Lithuanian",11416.2082149617
"Luxembourgish","Lithuanian",11416.2082149617
"German","Lithuanian",11416.2082149617
"West Flemish","Lithuanian",11416.2082149617
"Dutch","Lithuanian",11416.2082149617
"English","Lithuanian",11416.2082149617
"Swedish","Lithuanian",11416.2082149617
"Swedish","Lithuanian",11416.2082149617
"Swedish","Lithuanian",11416.2082149617
"Norwegian (Bokmål)","Lithuanian",11416.2082149617
"Danish","Lithuanian",11416.2082149617
"Faroese","Lithuanian",11416.2082149617
"Icelandic","Lithuanian",11416.2082149617
"Gothic","Lithuanian",9768.2550406483
"Czech","Lithuanian",6239.2106625623
"Czech","Lithuanian",6239.2106625623
"Slovak","Lithuanian",6239.2106625623
"Upper Sorbian","Lithuanian",6239.21066256233
"Lower Sorbian","Lithuanian",6239.21066256233
"Polish","Lithuanian",6239.2106625623
"Belarusian","Lithuanian",6239.2106625623
"Ukrainian","Lithuanian",6239.2106625623
"Russian","Lithuanian",6239.2106625623
"Bulgarian","Lithuanian",6239.21066256233
"Macedonian","Lithuanian",6239.21066256233
"Serbian","Lithuanian",6239.21066256233
"Old Church Slavonic","Lithuanian",5267.51944648171
"Slovenian","Lithuanian",6239.2106625623
"Latvian","Lithuanian",2694.18429642065
"Lithuanian","Lithuanian",0
"Western Punjabi","Lithuanian",12798.0624791546
"Urdu","Lithuanian",12798.0624791546
"Hindi","Lithuanian",12798.0624791546
"Bihari","Lithuanian",12798.0624791546
"Gujarati","Lithuanian",12798.0624791546
"Marathi","Lithuanian",12798.0624791546
"Sindhi","Lithuanian",12798.0624791546
"Assamese","Lithuanian",12798.0624791546
"Oriya","Lithuanian",12798.0624791546
"Bengali","Lithuanian",12798.0624791546
"Kashmiri","Lithuanian",12798.0624791546
"Sinhalese","Lithuanian",12798.0624791546
"Romani","Lithuanian",12798.0624791546
"Sanskrit","Lithuanian",9803.91638087458
"Tajik","Lithuanian",12798.0624791546
"Persian","Lithuanian",12798.0624791546
"Kurdish (Sorani)","Lithuanian",12798.0624791546
"Ossetian","Lithuanian",12798.0624791546
"Albanian","Lithuanian",12798.0624791546
"Anglo Saxon","Lithuanian",12798.0624791546
"Greek","Lithuanian",12798.0624791546
"Armenian","Lithuanian",13663.9058346533
"Armenian","Lithuanian",13663.9058346533
"Friulian","Western Punjabi",12798.0624791546
"Italian","Western Punjabi",12798.0624791546
"Romansh","Western Punjabi",12798.0624791546
"Walloon","Western Punjabi",12798.0624791546
"French","Western Punjabi",12798.0624791546
"Occitan","Western Punjabi",12798.0624791546
"Spanish","Western Punjabi",12798.0624791546
"Portuguese","Western Punjabi",12798.0624791546
"Catalan","Western Punjabi",12798.0624791546
"Aromanian","Western Punjabi",12798.0624791546
"Romanian","Western Punjabi",12798.0624791546
"Latin","Western Punjabi",10830.9396609964
"Breton","Western Punjabi",12798.0624791546
"Breton","Western Punjabi",12798.0624791546
"Breton","Western Punjabi",12798.0624791546
"Cornish","Western Punjabi",12798.0624791546
"Welsh","Western Punjabi",12798.0624791546
"Welsh","Western Punjabi",12798.0624791546
"Irish","Western Punjabi",12798.0624791546
"Scottish Gaelic","Western Punjabi",12798.0624791546
"Luxembourgish","Western Punjabi",12798.0624791546
"German","Western Punjabi",12798.0624791546
"West Flemish","Western Punjabi",12798.0624791546
"Dutch","Western Punjabi",12798.0624791546
"English","Western Punjabi",12798.0624791546
"Swedish","Western Punjabi",12798.0624791546
"Swedish","Western Punjabi",12798.0624791546
"Swedish","Western Punjabi",12798.0624791546
"Norwegian (Bokmål)","Western Punjabi",12798.0624791546
"Danish","Western Punjabi",12798.0624791546
"Faroese","Western Punjabi",12798.0624791546
"Icelandic","Western Punjabi",12798.0624791546
"Gothic","Western Punjabi",11150.1093048412
"Czech","Western Punjabi",12798.0624791546
"Czech","Western Punjabi",12798.0624791546
"Slovak","Western Punjabi",12798.0624791546
"Upper Sorbian","Western Punjabi",12798.0624791547
"Lower Sorbian","Western Punjabi",12798.0624791547
"Polish","Western Punjabi",12798.0624791546
"Belarusian","Western Punjabi",12798.0624791546
"Ukrainian","Western Punjabi",12798.0624791546
"Russian","Western Punjabi",12798.0624791546
"Bulgarian","Western Punjabi",12798.0624791547
"Macedonian","Western Punjabi",12798.0624791547
"Serbian","Western Punjabi",12798.0624791547
"Old Church Slavonic","Western Punjabi",11826.371263074
"Slovenian","Western Punjabi",12798.0624791546
"Latvian","Western Punjabi",12798.0624791546
"Lithuanian","Western Punjabi",12798.0624791546
"Western Punjabi","Western Punjabi",0
"Urdu","Western Punjabi",994.98322587975
"Hindi","Western Punjabi",1572.0852319903
"Bihari","Western Punjabi",2521.09474560462
"Gujarati","Western Punjabi",3400.23645940442
"Marathi","Western Punjabi",3400.23645940442
"Sindhi","Western Punjabi",3962.42016691778
"Assamese","Western Punjabi",4603.50427855632
"Oriya","Western Punjabi",4603.50427855632
"Bengali","Western Punjabi",4603.50427855632
"Kashmiri","Western Punjabi",5803.17599114418
"Sinhalese","Western Punjabi",5803.17599114418
"Romani","Western Punjabi",7108.69038267662
"Sanskrit","Western Punjabi",5898.5767217911
"Tajik","Western Punjabi",9768.38625615774
"Persian","Western Punjabi",9768.38625615774
"Kurdish (Sorani)","Western Punjabi",9768.38625615776
"Ossetian","Western Punjabi",9768.38625615774
"Albanian","Western Punjabi",12004.6564016883
"Anglo Saxon","Western Punjabi",12004.6564016883
"Greek","Western Punjabi",12004.6564016883
"Armenian","Western Punjabi",13663.9058346533
"Armenian","Western Punjabi",13663.9058346533
"Friulian","Urdu",12798.0624791546
"Italian","Urdu",12798.0624791546
"Romansh","Urdu",12798.0624791546
"Walloon","Urdu",12798.0624791546
"French","Urdu",12798.0624791546
"Occitan","Urdu",12798.0624791546
"Spanish","Urdu",12798.0624791546
"Portuguese","Urdu",12798.0624791546
"Catalan","Urdu",12798.0624791546
"Aromanian","Urdu",12798.0624791546
"Romanian","Urdu",12798.0624791546
"Latin","Urdu",10830.9396609964
"Breton","Urdu",12798.0624791546
"Breton","Urdu",12798.0624791546
"Breton","Urdu",12798.0624791546
"Cornish","Urdu",12798.0624791546
"Welsh","Urdu",12798.0624791546
"Welsh","Urdu",12798.0624791546
"Irish","Urdu",12798.0624791546
"Scottish Gaelic","Urdu",12798.0624791546
"Luxembourgish","Urdu",12798.0624791546
"German","Urdu",12798.0624791546
"West Flemish","Urdu",12798.0624791546
"Dutch","Urdu",12798.0624791546
"English","Urdu",12798.0624791546
"Swedish","Urdu",12798.0624791546
"Swedish","Urdu",12798.0624791546
"Swedish","Urdu",12798.0624791546
"Norwegian (Bokmål)","Urdu",12798.0624791546
"Danish","Urdu",12798.0624791546
"Faroese","Urdu",12798.0624791546
"Icelandic","Urdu",12798.0624791546
"Gothic","Urdu",11150.1093048412
"Czech","Urdu",12798.0624791546
"Czech","Urdu",12798.0624791546
"Slovak","Urdu",12798.0624791546
"Upper Sorbian","Urdu",12798.0624791547
"Lower Sorbian","Urdu",12798.0624791547
"Polish","Urdu",12798.0624791546
"Belarusian","Urdu",12798.0624791546
"Ukrainian","Urdu",12798.0624791546
"Russian","Urdu",12798.0624791546
"Bulgarian","Urdu",12798.0624791547
"Macedonian","Urdu",12798.0624791547
"Serbian","Urdu",12798.0624791547
"Old Church Slavonic","Urdu",11826.371263074
"Slovenian","Urdu",12798.0624791546
"Latvian","Urdu",12798.0624791546
"Lithuanian","Urdu",12798.0624791546
"Western Punjabi","Urdu",994.98322587975
"Urdu","Urdu",0
"Hindi","Urdu",1572.0852319903
"Bihari","Urdu",2521.09474560462
"Gujarati","Urdu",3400.23645940442
"Marathi","Urdu",3400.23645940442
"Sindhi","Urdu",3962.42016691778
"Assamese","Urdu",4603.50427855632
"Oriya","Urdu",4603.50427855632
"Bengali","Urdu",4603.50427855632
"Kashmiri","Urdu",5803.17599114418
"Sinhalese","Urdu",5803.17599114418
"Romani","Urdu",7108.69038267662
"Sanskrit","Urdu",5898.5767217911
"Tajik","Urdu",9768.38625615774
"Persian","Urdu",9768.38625615774
"Kurdish (Sorani)","Urdu",9768.38625615776
"Ossetian","Urdu",9768.38625615774
"Albanian","Urdu",12004.6564016883
"Anglo Saxon","Urdu",12004.6564016883
"Greek","Urdu",12004.6564016883
"Armenian","Urdu",13663.9058346533
"Armenian","Urdu",13663.9058346533
"Friulian","Hindi",12798.0624791546
"Italian","Hindi",12798.0624791546
"Romansh","Hindi",12798.0624791546
"Walloon","Hindi",12798.0624791546
"French","Hindi",12798.0624791546
"Occitan","Hindi",12798.0624791546
"Spanish","Hindi",12798.0624791546
"Portuguese","Hindi",12798.0624791546
"Catalan","Hindi",12798.0624791546
"Aromanian","Hindi",12798.0624791546
"Romanian","Hindi",12798.0624791546
"Latin","Hindi",10830.9396609964
"Breton","Hindi",12798.0624791546
"Breton","Hindi",12798.0624791546
"Breton","Hindi",12798.0624791546
"Cornish","Hindi",12798.0624791546
"Welsh","Hindi",12798.0624791546
"Welsh","Hindi",12798.0624791546
"Irish","Hindi",12798.0624791546
"Scottish Gaelic","Hindi",12798.0624791546
"Luxembourgish","Hindi",12798.0624791546
"German","Hindi",12798.0624791546
"West Flemish","Hindi",12798.0624791546
"Dutch","Hindi",12798.0624791546
"English","Hindi",12798.0624791546
"Swedish","Hindi",12798.0624791546
"Swedish","Hindi",12798.0624791546
"Swedish","Hindi",12798.0624791546
"Norwegian (Bokmål)","Hindi",12798.0624791546
"Danish","Hindi",12798.0624791546
"Faroese","Hindi",12798.0624791546
"Icelandic","Hindi",12798.0624791546
"Gothic","Hindi",11150.1093048412
"Czech","Hindi",12798.0624791546
"Czech","Hindi",12798.0624791546
"Slovak","Hindi",12798.0624791546
"Upper Sorbian","Hindi",12798.0624791546
"Lower Sorbian","Hindi",12798.0624791546
"Polish","Hindi",12798.0624791546
"Belarusian","Hindi",12798.0624791546
"Ukrainian","Hindi",12798.0624791546
"Russian","Hindi",12798.0624791546
"Bulgarian","Hindi",12798.0624791546
"Macedonian","Hindi",12798.0624791546
"Serbian","Hindi",12798.0624791546
"Old Church Slavonic","Hindi",11826.371263074
"Slovenian","Hindi",12798.0624791546
"Latvian","Hindi",12798.0624791546
"Lithuanian","Hindi",12798.0624791546
"Western Punjabi","Hindi",1572.0852319903
"Urdu","Hindi",1572.0852319903
"Hindi","Hindi",0
"Bihari","Hindi",2521.0947456046
"Gujarati","Hindi",3400.2364594044
"Marathi","Hindi",3400.2364594044
"Sindhi","Hindi",3962.42016691776
"Assamese","Hindi",4603.5042785563
"Oriya","Hindi",4603.5042785563
"Bengali","Hindi",4603.5042785563
"Kashmiri","Hindi",5803.17599114416
"Sinhalese","Hindi",5803.17599114416
"Romani","Hindi",7108.6903826766
"Sanskrit","Hindi",5898.57672179108
"Tajik","Hindi",9768.38625615772
"Persian","Hindi",9768.38625615772
"Kurdish (Sorani)","Hindi",9768.38625615774
"Ossetian","Hindi",9768.38625615772
"Albanian","Hindi",12004.6564016883
"Anglo Saxon","Hindi",12004.6564016883
"Greek","Hindi",12004.6564016883
"Armenian","Hindi",13663.9058346533
"Armenian","Hindi",13663.9058346533
"Friulian","Bihari",12798.0624791546
"Italian","Bihari",12798.0624791546
"Romansh","Bihari",12798.0624791546
"Walloon","Bihari",12798.0624791546
"French","Bihari",12798.0624791546
"Occitan","Bihari",12798.0624791546
"Spanish","Bihari",12798.0624791546
"Portuguese","Bihari",12798.0624791546
"Catalan","Bihari",12798.0624791546
"Aromanian","Bihari",12798.0624791546
"Romanian","Bihari",12798.0624791546
"Latin","Bihari",10830.9396609964
"Breton","Bihari",12798.0624791546
"Breton","Bihari",12798.0624791546
"Breton","Bihari",12798.0624791546
"Cornish","Bihari",12798.0624791546
"Welsh","Bihari",12798.0624791546
"Welsh","Bihari",12798.0624791546
"Irish","Bihari",12798.0624791546
"Scottish Gaelic","Bihari",12798.0624791546
"Luxembourgish","Bihari",12798.0624791546
"German","Bihari",12798.0624791546
"West Flemish","Bihari",12798.0624791546
"Dutch","Bihari",12798.0624791546
"English","Bihari",12798.0624791546
"Swedish","Bihari",12798.0624791546
"Swedish","Bihari",12798.0624791546
"Swedish","Bihari",12798.0624791546
"Norwegian (Bokmål)","Bihari",12798.0624791546
"Danish","Bihari",12798.0624791546
"Faroese","Bihari",12798.0624791546
"Icelandic","Bihari",12798.0624791546
"Gothic","Bihari",11150.1093048412
"Czech","Bihari",12798.0624791546
"Czech","Bihari",12798.0624791546
"Slovak","Bihari",12798.0624791546
