,l1,l2,Word_Form_l1,Word_Form_l2,local_alignment,global_alignment,neighbour_overlap,global_density_l1,global_density_l2,local_density_l1,local_density_l2,editdistance,k,n,Language_ID_l1,Glottocode_l1,Concept_ID,rawIPA_l1,IPA_l1,ASJP_l1,List_l1,Dolgo_l1,Next_Step_l1,IDS_SEMANTICFIELD_l1,Language_Family_l1,zipffreq_l1,Language_ID_l2,Glottocode_l2,rawIPA_l2,IPA_l2,ASJP_l2,List_l2,Dolgo_l2,Next_Step_l2,IDS_SEMANTICFIELD_l2,Language_Family_l2,zipffreq_l2
35771,sv,en,fjäll,mountain,0.18995776635257428,0.8833536335355521,7.0,0.17401744331494642,0.15603355470402444,3574.4923031323146,3205.085247175366,8,100,20541,swe,swed1254,Berg::N,fjɛlː,f j ɛ l l,fyEl,BJEL,PJVR,validate,The physical world,Indo-European,3.44,eng,stan1293,ˈmaʊntɪn,m a ʊ n t ɪ n,mauntin,MAYNTIN,MVNTVN,validate,The physical world,Indo-European,4.72
35846,sv,en,is,ice,0.2259187537117985,0.9107012363076938,7.0,0.1582164668654553,0.14764981949227,3249.9244458833173,3032.874942190718,2,100,20541,swe,swed1254,Eis::N,iːs,i i s,is,IS,VS,validate,The physical world,Indo-European,5.03,eng,stan1293,aɪs,a ɪ s,ais,AIS,VS,validate,The physical world,Indo-European,4.96
35909,sv,en,regna,rain,0.26543314849277416,0.9101542596989508,23.0,0.19288495295221067,0.1552909253659149,3962.0498185913593,3189.8308979412573,3,100,20541,swe,swed1254,regnen::V,rɛŋːna,r ɛ ŋ ŋ n a,rENna,RENNA,RVNNV,validate,The physical world,Indo-European,3.86,eng,stan1293,ɹeɪn,ɹ e ɪ n,rein,REIN,RVN,validate,The physical world,Indo-European,4.71
35913,sv,en,berg,mountain,0.2667135188448831,0.90383116804579,23.0,0.12662624123072194,0.15603355470402444,2601.029621120261,3205.085247175366,8,100,20541,swe,swed1254,Berg::N,bɛrːɡ,b ɛ r r ɡ,bErg,PERK,PVRK,validate,The physical world,Indo-European,4.44,eng,stan1293,ˈmaʊntɪn,m a ʊ n t ɪ n,mauntin,MAYNTIN,MVNTVN,validate,The physical world,Indo-European,4.72
35929,sv,en,snö,snow,0.2721525557895677,0.9296184001611818,36.0,0.15432226949136296,0.15638749400432111,3169.933737622087,3212.35551434276,2,100,20541,swe,swed1254,Schnee::N,snøː,s n ø ø,sne,SNU,SNV,validate,The physical world,Indo-European,4.52,eng,stan1293,snəʊ,s n ə ʊ,sn3u,SNEY,SNV,validate,The physical world,Indo-European,4.68
36008,sv,en,regn,rain,0.3127236945212211,0.9306101419120818,48.0,0.1979772907537334,0.1552909253659149,4066.651529372438,3189.8308979412573,2,100,20541,swe,swed1254,Regen::N,rɛŋːn,r ɛ ŋ ŋ n,rENn,RENN,RVNN,validate,The physical world,Indo-European,4.28,eng,stan1293,ɹeɪn,ɹ e ɪ n,rein,REIN,RVN,validate,The physical world,Indo-European,4.71
36040,sv,en,kulle,hill,0.33088576442714146,0.8685646252681777,10.0,0.12316325730631085,0.1591722539545556,2529.8964683289314,3269.5572684805265,3,100,20541,swe,swed1254,Hügel::N,kɵlːə,k ɵ l l ə,k3l3,KULE,KVRV,validate,The physical world,Indo-European,3.38,eng,stan1293,hɪl,h ɪ l,hil,HIL,HVR,validate,The physical world,Indo-European,4.82
36047,sv,en,söder,south,0.3348037151861514,0.9146303330068156,37.0,0.14363233902790382,0.15875942328984313,2950.3518759721724,3261.077313796668,4,100,20541,swe,swed1254,Süden::N,søːdər,s ø ø d ə r,sed3r,SUTER,SVTVR,validate,Spatial relations,Indo-European,4.77,eng,stan1293,saʊθ,s a ʊ θ,sau8,SAYD,SVT,validate,Spatial relations,Indo-European,5.4
36055,sv,en,hav,sea,0.3388971070908504,0.916364215910456,32.0,0.1858147377018906,0.15544474015071738,3816.820527134535,3192.9904074358856,3,100,20541,swe,swed1254,Meer::N,hɑːv,h ɑ ɑ v,hav,HAB,HVW,validate,The physical world,Indo-European,4.12,eng,stan1293,siː,s i i,si,SI,SV,validate,The physical world,Indo-European,5.09
36104,sv,en,öster,east,0.359009932096896,0.9155260154236609,34.0,0.14898595713472162,0.15840303851543852,3060.320545504317,3253.756814145623,4,100,20541,swe,swed1254,Osten::N,øsːtər,ø s s t ə r,est3r,USTER,VSTVR,validate,Spatial relations,Indo-European,4.15,eng,stan1293,iːst,i i s t,ist,IST,VST,validate,Spatial relations,Indo-European,5.18
36122,sv,en,norr,north,0.3670186751660515,0.9198148386964632,38.0,0.14442185662937318,0.1608684910438096,2966.5693570239546,3304.3996745308928,2,100,20541,swe,swed1254,Norden::N,nɔrː,n ɔ r r,nor,NUR,NVR,validate,Spatial relations,Indo-European,4.47,eng,stan1293,nɔːθ,n ɔ ɔ θ,no8,NUD,NVT,validate,Spatial relations,Indo-European,5.35
36148,sv,en,dimma,fog,0.3778429178596522,0.9332776533180308,37.0,0.20020241482765205,0.16062429098599687,4112.357802974801,3299.383561143361,5,100,20541,swe,swed1254,Nebel::N,dɪmːa,d ɪ m m a,dima,TIMA,TVMV,validate,The physical world,Indo-European,3.68,eng,stan1293,fɒɡ,f ɒ ɡ,fog,BOK,PVK,validate,The physical world,Indo-European,3.89
36182,sv,en,sjö,lake,0.3980637790816425,0.919723441384885,21.0,0.14677497219085006,0.1537750678088137,3014.9047037722503,3158.693667860842,4,100,20541,swe,swed1254,See::N,ɧøː,ø ø,Se,SU,SV,validate,The physical world,Indo-European,3.93,eng,stan1293,leɪk,l e ɪ k,leik,LEIK,RVK,validate,The physical world,Indo-European,4.74
36215,sv,en,väster,west,0.4143874134572811,0.9155422731920241,29.0,0.14946790216163833,0.15890530373931813,3070.2201783022133,3264.073844109333,4,100,20541,swe,swed1254,Westen::N,vɛsːtər,v ɛ s s t ə r,vEst3r,BESTER,WVSTVR,validate,Spatial relations,Indo-European,3.82,eng,stan1293,west,w e s t,west,WEST,WVST,validate,Spatial relations,Indo-European,5.29
36217,sv,en,frost,frost,0.4146830576690568,0.9372989059610404,27.0,0.16418694602424616,0.1716614688456807,3372.56405828404,3526.0982315591273,0,100,20541,swe,swed1254,Frost::N,frɔsːt,f r ɔ s s t,frost,BRUST,PRVST,validate,Sense perception,Indo-European,3.67,eng,stan1293,fɹɒst,f ɹ ɒ s t,frost,BROST,PRVST,validate,Sense perception,Indo-European,3.97
36415,sv,en,kust,coast,0.5782416803622015,0.9231906806275596,33.0,0.18133985433010485,0.15901157576545116,3724.901947794684,3266.2567777981317,3,100,20541,swe,swed1254,Küste::N,kɵsːt,k ɵ s s t,k3st,KUST,KVST,validate,The physical world,Indo-European,3.75,eng,stan1293,kəʊst,k ə ʊ s t,k3ust,KEYST,KVST,validate,The physical world,Indo-European,4.86
36526,en,fr,east,est,0.026243648397585743,0.8854524165883524,0.0,0.15467913904883554,0.17166498923957302,3162.879035270589,3510.2056999707893,1,100,20448,eng,stan1293,Osten::N,iːst,i i s t,ist,IST,VST,validate,Spatial relations,Indo-European,5.18,fra,stan1290,ɛst,ɛ s t,Est,EST,VST,validate,Spatial relations,Indo-European,7.2
36895,en,fr,frost,gelée,0.2576080404244335,0.8852353192256424,18.0,0.164316081751891,0.16199226190585342,3359.9352396626673,3312.4177714508905,5,100,20448,eng,stan1293,Frost::N,fɹɒst,f ɹ ɒ s t,frost,BROST,PRVST,validate,Sense perception,Indo-European,3.97,fra,stan1290,ʒəˈle,ʒ ə l e,Z3le,SELE,SVRV,validate,Sense perception,Indo-European,3.56
36953,en,fr,rain,pleuvoir,0.285673422909378,0.9002640792169918,8.0,0.15943646671445566,0.17369755370305912,3260.1568713771885,3551.7675781201533,7,100,20448,eng,stan1293,regnen::V,ɹeɪn,ɹ e ɪ n,rein,REIN,RVN,validate,The physical world,Indo-European,4.71,fra,stan1290,plœˈvwaːʁ,p l œ v w a a ʁ,plEvwaG,PLUBWAR,PRVWWVR,validate,The physical world,Indo-European,3.49
36957,en,fr,ice,glace,0.2880524426265917,0.9459227032255684,45.0,0.1483205411494475,0.1455516945649072,3032.8584254239026,2976.241050463222,3,100,20448,eng,stan1293,Eis::N,aɪs,a ɪ s,ais,AIS,VS,validate,The physical world,Indo-European,4.96,fra,stan1290,ɡlas,ɡ l a s,glas,KLAS,KRVS,validate,The physical world,Indo-European,4.65
36964,en,fr,west,occident,0.2895341108148369,0.8550928401980318,6.0,0.15564049676093458,0.17707997542578124,3182.5368777675903,3620.9313375063753,6,100,20448,eng,stan1293,Westen::N,west,w e s t,west,WEST,WVST,validate,Spatial relations,Indo-European,5.29,fra,stan1290,ɔksiˈdɑ̃,ɔ k s i d ɑ̃,oksida,UKSITA,VKSVTV,validate,Spatial relations,Indo-European,4.3
37019,en,fr,hill,coteau,0.3127396553360472,0.9013482743444275,26.0,0.1556824411350195,0.15396093976379854,3183.394556328879,3148.1932962901524,6,100,20448,eng,stan1293,Hügel::N,hɪl,h ɪ l,hil,HIL,HVR,validate,The physical world,Indo-European,4.82,fra,stan1290,kɔˈto,k ɔ t o,koto,KUTU,KVTV,validate,The physical world,Indo-European,3.02
37032,en,fr,lake,lac,0.317955755704808,0.939108865821514,45.0,0.14472690495038076,0.13562928565778232,2959.375752425385,2773.347633130333,2,100,20448,eng,stan1293,See::N,leɪk,l e ɪ k,leik,LEIK,RVK,validate,The physical world,Indo-European,4.74,fra,stan1290,lak,l a k,lak,LAK,RVK,validate,The physical world,Indo-European,4.66
37076,en,fr,west,ouest,0.3390645583517718,0.9307288249481338,37.0,0.15564049676093458,0.1425077675186305,3182.5368777675903,2913.998830220957,2,100,20448,eng,stan1293,Westen::N,west,w e s t,west,WEST,WVST,validate,Spatial relations,Indo-European,5.29,fra,stan1290,wɛst,w ɛ s t,wEst,WEST,WVST,validate,Spatial relations,Indo-European,5.02
37127,en,fr,frost,gel,0.3593717072969585,0.8598570521680384,25.0,0.164316081751891,0.16044885928906766,3359.9352396626673,3280.8582747428554,5,100,20448,eng,stan1293,Frost::N,fɹɒst,f ɹ ɒ s t,frost,BROST,PRVST,validate,Sense perception,Indo-European,3.97,fra,stan1290,ʒɛl,ʒ ɛ l,ZEl,SEL,SVR,validate,Sense perception,Indo-European,3.91
37186,en,fr,hill,colline,0.3891264953648455,0.9133532863208872,31.0,0.1556824411350195,0.141707822629763,3183.394556328879,2897.6415571333937,5,100,20448,eng,stan1293,Hügel::N,hɪl,h ɪ l,hil,HIL,HVR,validate,The physical world,Indo-European,4.82,fra,stan1290,kɔˈlin,k ɔ l i n,kolin,KULIN,KVRVN,validate,The physical world,Indo-European,4.08
37249,en,fr,mountain,mont,0.4164078150421786,0.9249864666383668,42.0,0.14773975050755808,0.12506157660444325,3020.982418378548,2557.259118407655,4,100,20448,eng,stan1293,Berg::N,ˈmaʊntɪn,m a ʊ n t ɪ n,mauntin,MAYNTIN,MVNTVN,validate,The physical world,Indo-European,4.72,fra,stan1290,mɔ̃,m ɔ̃,mo,MU,MV,validate,The physical world,Indo-European,4.43
37302,en,fr,north,nord,0.4482766679176584,0.9413843156878944,45.0,0.15647800639585432,0.1469940065978293,3199.662274782429,3005.7334469124125,2,100,20448,eng,stan1293,Norden::N,nɔːθ,n ɔ ɔ θ,no8,NUD,NVT,validate,Spatial relations,Indo-European,5.35,fra,stan1290,nɔːʁ,n ɔ ɔ ʁ,noG,NUR,NVR,validate,Spatial relations,Indo-European,5.32
37322,en,fr,fog,brouillard,0.4579690072030704,0.9503061572735104,45.0,0.16374808598855395,0.17269752659814774,3348.320862293951,3531.3190238789257,9,100,20448,eng,stan1293,Nebel::N,fɒɡ,f ɒ ɡ,fog,BOK,PVK,validate,The physical world,Indo-European,3.89,fra,stan1290,bʁuˈjaːʁ,b ʁ u j a a ʁ,bGuyaG,PRYJAR,PRVJVR,validate,The physical world,Indo-European,3.81
37350,en,fr,snow,neige,0.4739450842602113,0.9459815647464328,51.0,0.15756992399038033,0.1563296539392337,3221.9898057552973,3196.6287637494506,5,100,20448,eng,stan1293,Schnee::N,snəʊ,s n ə ʊ,sn3u,SNEY,SNV,validate,The physical world,Indo-European,4.68,fra,stan1290,nɛːʒ,n ɛ ɛ ʒ,nEZ,NES,NVS,validate,The physical world,Indo-European,4.59
37351,en,fr,south,sud,0.47500329106234496,0.9431724477314416,43.0,0.15459128929737664,0.14282275504314432,3161.0826835527578,2920.4396951222147,3,100,20448,eng,stan1293,Süden::N,saʊθ,s a ʊ θ,sau8,SAYD,SVT,validate,Spatial relations,Indo-European,5.4,fra,stan1290,syd,s y d,sid,SYT,SVT,validate,Spatial relations,Indo-European,5.27
37360,en,fr,east,orient,0.4781036974668601,0.8942720764150076,6.0,0.15467913904883554,0.15218590637074544,3162.879035270589,3111.8974134690034,5,100,20448,eng,stan1293,Osten::N,iːst,i i s t,ist,IST,VST,validate,Spatial relations,Indo-European,5.18,fra,stan1290,ɔʁˈjɑ̃,ɔ ʁ j ɑ̃,oGya,URJA,VRJV,validate,Spatial relations,Indo-European,4.59
37382,en,fr,coast,côte,0.486006085822086,0.936215253003796,52.0,0.15377517392399287,0.13967890005715738,3144.3947563978063,2856.1541483687542,4,100,20448,eng,stan1293,Küste::N,kəʊst,k ə ʊ s t,k3ust,KEYST,KVST,validate,The physical world,Indo-European,4.86,fra,stan1290,koːt,k o o t,kot,KUT,KVT,validate,The physical world,Indo-European,4.8
37407,en,fr,fog,brume,0.5047637755844616,0.9360497448675176,37.0,0.16374808598855395,0.15397025272355574,3348.320862293951,3148.3837276912677,5,100,20448,eng,stan1293,Nebel::N,fɒɡ,f ɒ ɡ,fog,BOK,PVK,validate,The physical world,Indo-European,3.89,fra,stan1290,bʁym,b ʁ y m,bGim,PRYM,PRVM,validate,The physical world,Indo-European,3.5
37410,en,fr,rain,pluie,0.5106202345574102,0.9409007832058324,51.0,0.15943646671445566,0.15469352751040935,3260.1568713771885,3163.1732505328505,4,100,20448,eng,stan1293,Regen::N,ɹeɪn,ɹ e ɪ n,rein,REIN,RVN,validate,The physical world,Indo-European,4.71,fra,stan1290,plɥi,p l ɥ i,plyi,PLJI,PRJV,validate,The physical world,Indo-European,4.6
37414,en,fr,sea,mer,0.5130110682941004,0.9445259022440218,50.0,0.1502404782363796,0.14945450151184544,3072.1172989774896,3056.045646914216,2,100,20448,eng,stan1293,Meer::N,siː,s i i,si,SI,SV,validate,The physical world,Indo-European,5.09,fra,stan1290,mɛːʁ,m ɛ ɛ ʁ,mEG,MER,MVR,validate,The physical world,Indo-European,5.11
37443,en,fr,mountain,montagne,0.52608077377278,0.9382118172173788,51.0,0.14773975050755808,0.1426472863041306,3020.982418378548,2916.851710346863,3,100,20448,eng,stan1293,Berg::N,ˈmaʊntɪn,m a ʊ n t ɪ n,mauntin,MAYNTIN,MVNTVN,validate,The physical world,Indo-European,4.72,fra,stan1290,mɔ̃ˈtaɲ,m ɔ̃ t a ɲ,mota5,MUTAN,MVTVN,validate,The physical world,Indo-European,4.63
38079,ru,en,гора,mountain,0.33748504734860657,0.9100050464569528,45.0,0.1325690554465058,0.14463249871098566,2716.339946098904,2963.5198985880957,8,100,20490,rus,russ1263,Berg::N,ɡɐraˑ,ɡ ɐ r a,gara,KERA,KVRV,validate,The physical world,Indo-European,4.17,eng,stan1293,ˈmaʊntɪn,m a ʊ n t ɪ n,mauntin,MAYNTIN,MVNTVN,validate,The physical world,Indo-European,4.72
38089,ru,en,холм,hill,0.3409772145763517,0.9178594010946408,22.0,0.13567581781931087,0.14977339696567715,2779.99750711768,3068.8569038267246,4,100,20490,rus,russ1263,Hügel::N,xɔˑɫm,x ɔ ɫ m,xoLm,GULM,KVRM,validate,The physical world,Indo-European,3.77,eng,stan1293,hɪl,h ɪ l,hil,HIL,HVR,validate,The physical world,Indo-European,4.82
38139,ru,en,озеро,lake,0.3626548588366876,0.9258195311482428,40.0,0.1390984006802971,0.14251057350767904,2850.126229939288,2920.041651172344,5,100,20490,rus,russ1263,See::N,ɔˑzʲɪrə,ɔ zʲ ɪ r ə,ozir3,USIRE,VSVRV,validate,The physical world,Indo-European,4.3,eng,stan1293,leɪk,l e ɪ k,leik,LEIK,RVK,validate,The physical world,Indo-European,4.74
38160,ru,en,север,north,0.3730532090279661,0.9286634531945474,56.0,0.1522192503723015,0.15163289944362618,3118.972440128457,3106.9581095999,5,100,20490,rus,russ1263,Norden::N,sʲeˑvʲɪr,sʲ e vʲ ɪ r,sevir,SEBIR,SVWVR,validate,Spatial relations,Indo-European,4.41,eng,stan1293,nɔːθ,n ɔ ɔ θ,no8,NUD,NVT,validate,Spatial relations,Indo-European,5.35
38183,ru,en,юг,south,0.3845467896524673,0.9246440061198159,50.0,0.15138047367560745,0.15092762985434108,3101.7859056131965,3092.5071357154493,5,100,20490,rus,russ1263,Süden::N,juˑk,j u k,yuk,JYK,JVK,validate,Spatial relations,Indo-European,4.36,eng,stan1293,saʊθ,s a ʊ θ,sau8,SAYD,SVT,validate,Spatial relations,Indo-European,5.4
38210,ru,en,запад,west,0.4009634236385972,0.9260756479143974,49.0,0.15094648729047874,0.151454460431621,3092.8935245819093,3103.301894243915,5,100,20490,rus,russ1263,Westen::N,zaˑpət,z a p ə t,zap3t,SAPET,SVPVT,validate,Spatial relations,Indo-European,4.69,eng,stan1293,west,w e s t,west,WEST,WVST,validate,Spatial relations,Indo-European,5.29
38258,ru,en,восток,east,0.4290011718205082,0.9293982042913852,51.0,0.14802443186048336,0.15297033431088236,3033.0206088213035,3134.36215002998,6,100,20490,rus,russ1263,Osten::N,vɐstɔˑk,v ɐ s t ɔ k,vastok,BESTUK,WVSTVK,validate,Spatial relations,Indo-European,4.68,eng,stan1293,iːst,i i s t,ist,IST,VST,validate,Spatial relations,Indo-European,5.18
38287,ru,en,море,sea,0.4457398253380549,0.9425585922957318,50.0,0.16137392538707404,0.14994944428003334,3306.5517311811473,3072.464113297883,4,100,20490,rus,russ1263,Meer::N,mɔˑrʲɪ,m ɔ rʲ ɪ,mori,MURI,MVRV,validate,The physical world,Indo-European,5.06,eng,stan1293,siː,s i i,si,SI,SV,validate,The physical world,Indo-European,5.09
38298,ru,en,побережье,coast,0.4522796334122373,0.9409433712633564,62.0,0.1630847340544338,0.1502249448435429,3341.6062007753485,3078.1091198441936,9,100,20490,rus,russ1263,Küste::N,pəbʲɪrʲeˑʒʲɪ,p ə bʲ ɪ rʲ e ʒʲ ɪ,p3bireZi,PEPIRESI,PVPVRVSV,validate,The physical world,Indo-European,4.24,eng,stan1293,kəʊst,k ə ʊ s t,k3ust,KEYST,KVST,validate,The physical world,Indo-European,4.86
38329,ru,en,мороз,frost,0.4663545691159589,0.9059431827952988,12.0,0.159037027766543,0.16204427733313284,3258.668698936466,3320.2872425558917,5,100,20490,rus,russ1263,Frost::N,mɐrɔˑs,m ɐ r ɔ s,maros,MERUS,MVRVS,validate,Sense perception,Indo-European,4.2,eng,stan1293,fɹɒst,f ɹ ɒ s t,frost,BROST,PRVST,validate,Sense perception,Indo-European,3.97
38392,ru,en,туман,fog,0.5034044472541748,0.931333492251288,50.0,0.15301692633669225,0.16232552866092884,3135.3168206388245,3326.050082262432,5,100,20490,rus,russ1263,Nebel::N,tumaˑn,t u m a n,tuman,TYMAN,TVMVN,validate,The physical world,Indo-European,4.04,eng,stan1293,fɒɡ,f ɒ ɡ,fog,BOK,PVK,validate,The physical world,Indo-European,3.89
38424,ru,en,дождь,rain,0.5326981825989751,0.9361340550050108,41.0,0.16518006834640214,0.15461310239272294,3384.53960041778,3168.0224680268925,5,100,20490,rus,russ1263,Regen::N,dəʒtʲ,d ə ʒ tʲ,d3Zt,TEST,TVST,validate,The physical world,Indo-European,4.72,eng,stan1293,ɹeɪn,ɹ e ɪ n,rein,REIN,RVN,validate,The physical world,Indo-European,4.71
38484,ru,en,лед,ice,0.5989864056569314,0.9240716048571052,30.0,0.1545343113851289,0.14822784470798428,3166.4080402812915,3037.188538066597,3,100,20490,rus,russ1263,Eis::N,lot,l o t,lot,LUT,RVT,validate,The physical world,Indo-European,4.27,eng,stan1293,aɪs,a ɪ s,ais,AIS,VS,validate,The physical world,Indo-European,4.96
38492,ru,en,снег,snow,0.6163356893929646,0.9391173596466024,55.0,0.1661800000794722,0.15397362151096844,3405.028201628385,3154.919504759743,4,100,20490,rus,russ1263,Schnee::N,snʲeˑk,s nʲ e k,snek,SNEK,SNVK,validate,The physical world,Indo-European,4.65,eng,stan1293,snəʊ,s n ə ʊ,sn3u,SNEY,SNV,validate,The physical world,Indo-European,4.68
38916,de,en,regnen,rain,0.4534012691177461,0.9192133690214258,32.0,0.16880179380717705,0.15220047049720098,3445.919818779712,3107.0204047298607,4,100,20414,deu,stan1295,regnen::V,ʁɛɡnən,ʁ ɛ ɡ n ə n,GEgn3n,REKNEN,RVKNVN,validate,The physical world,Indo-European,3.63,eng,stan1293,ɹeɪn,ɹ e ɪ n,rein,REIN,RVN,validate,The physical world,Indo-European,4.71
39259,bn,en,তীর,coast,0.1965080873619395,0.8968907513444642,19.0,0.17250421595943385,0.14483436972439076,3507.700727319127,2945.062073975761,5,100,20334,ben,beng1280,Küste::N,t̪ir,t i r,tir,TIR,TVR,validate,The physical world,Indo-European,4.62,eng,stan1293,kəʊst,k ə ʊ s t,k3ust,KEYST,KVST,validate,The physical world,Indo-European,4.86
39318,bn,en,তুষার,frost,0.2375741000884125,0.8785663111835865,14.0,0.17649155914295173,0.16333958717760716,3588.779363612781,3321.347165669464,5,100,20334,ben,beng1280,Frost::N,t̪uʃar,t u ʃ a r,tuSar,TYSAR,TVSVR,validate,Sense perception,Indo-European,4.41,eng,stan1293,fɹɒst,f ɹ ɒ s t,frost,BROST,PRVST,validate,Sense perception,Indo-European,3.97
39381,bn,en,সমুদ্র,sea,0.2894919126167574,0.9196416333596044,31.0,0.17088452391824008,0.1472949015332016,3474.7659093534944,2995.094527776121,6,100,20334,ben,beng1280,Meer::N,ʃɔmud̪ro,ʃ ɔ m u d r o,Somudro,SUMYTRU,SVMVTRV,validate,The physical world,Indo-European,4.92,eng,stan1293,siː,s i i,si,SI,SV,validate,The physical world,Indo-European,5.09
39481,bn,en,তুষার,snow,0.3789141485560284,0.9016410817539928,30.0,0.17649155914295173,0.15841554603161198,3588.779363612781,3221.221713006798,5,100,20334,ben,beng1280,Schnee::N,t̪uʃar,t u ʃ a r,tuSar,TYSAR,TVSVR,validate,The physical world,Indo-European,4.41,eng,stan1293,snəʊ,s n ə ʊ,sn3u,SNEY,SNV,validate,The physical world,Indo-European,4.68
39490,bn,en,পাহাড়,hill,0.382945888787945,0.9016240014924544,7.0,0.1720350625978951,0.15544193326507025,3498.160962865599,3160.7562710119373,6,100,20334,ben,beng1280,Hügel::N,paɦaɽɔ,p a ɦ a ɽ ɔ,paharo,PAHARU,PVHVRV,validate,The physical world,Indo-European,4.89,eng,stan1293,hɪl,h ɪ l,hil,HIL,HVR,validate,The physical world,Indo-European,4.82
39539,bn,en,বৃষ্টি,rain,0.4359258610241648,0.9282389882840428,39.0,0.17186195989662398,0.16437170123316716,3494.6410925379523,3342.334172875221,6,100,20334,ben,beng1280,Regen::N,briʃʈi,b r i ʃ ʈ i,briSti,PRISTI,PRVSTV,validate,The physical world,Indo-European,5.11,eng,stan1293,ɹeɪn,ɹ e ɪ n,rein,REIN,RVN,validate,The physical world,Indo-European,4.71
39547,bn,en,বরফ,ice,0.4421779441334424,0.9175586778842988,17.0,0.18994639347392364,0.14309314424485056,3862.369964898762,2909.6559950747915,3,100,20334,ben,beng1280,Eis::N,bɔrop͡fo,b ɔ r o p͡f o,boropo,PURUBU,PVRVPV,validate,The physical world,Indo-European,4.55,eng,stan1293,aɪs,a ɪ s,ais,AIS,VS,validate,The physical world,Indo-European,4.96
39583,bn,en,হ্রদ,lake,0.4777227864741638,0.9123731350212974,29.0,0.1647409778499595,0.14381663504100606,3349.843043601077,2924.3674569238165,4,100,20334,ben,beng1280,See::N,ɦrɔd̪,ɦ r ɔ d,hrod,HRUT,HRVT,validate,The physical world,Indo-European,4.17,eng,stan1293,leɪk,l e ɪ k,leik,LEIK,RVK,validate,The physical world,Indo-European,4.74
39587,bn,en,পূর্বদিক,east,0.4830274316761594,0.9124243377015742,17.0,0.21929739155961464,0.14867131425010802,4459.193159973203,3023.0825039616966,8,100,20334,ben,beng1280,Osten::N,purbɔd̪ik,p u r b ɔ d i k,purbodik,PYRPUTIK,PVRPVTVK,review,Spatial relations,Indo-European,0.0,eng,stan1293,iːst,i i s t,ist,IST,VST,validate,Spatial relations,Indo-European,5.18
39626,bn,en,পর্বত,mountain,0.5699435167265609,0.9134388951678734,40.0,0.17196265199422944,0.14444693137662465,3496.688565650661,2937.1839026122857,8,100,20334,ben,beng1280,Berg::N,pɔrbot̪,p ɔ r b o t,porbot,PURPUT,PVRPVT,validate,The physical world,Indo-European,4.27,eng,stan1293,ˈmaʊntɪn,m a ʊ n t ɪ n,mauntin,MAYNTIN,MVNTVN,validate,The physical world,Indo-European,4.72
39642,bn,en,দক্ষিণদিক,south,0.6021178610256329,0.9128411483989496,19.0,0.20126569783209594,0.14886160532278847,4092.536699717839,3026.951882633581,9,100,20334,ben,beng1280,Süden::N,d̪ɔkkʰinɔd̪ik,d ɔ k kʰ i n ɔ d i k,dokinodik,TUKKINUTIK,TVKKVNVTVK,review,Spatial relations,Indo-European,0.0,eng,stan1293,saʊθ,s a ʊ θ,sau8,SAYD,SVT,validate,Spatial relations,Indo-European,5.4
39693,et,en,sadama,rain,-0.024107838006680232,0.8371965300315781,1.0,0.14244154748425747,0.15682682993473107,2920.4790480697307,3215.420494151791,5,100,20503,ekk,esto1258,regnen::V,sɑd̥ɑmɑ,s ɑ d ɑ m ɑ,sadama,SATAMA,SVTVMV,validate,The physical world,Uralic,,eng,stan1293,ɹeɪn,ɹ e ɪ n,rein,REIN,RVN,validate,The physical world,Indo-European,4.71
39769,et,en,pakane,frost,0.07030098692805822,0.8973037334823006,8.0,0.17835979648322547,0.17275235374647,3656.910907295572,3541.9415088638743,6,100,20503,ekk,esto1258,Frost::N,pɑkɑnʲe,p ɑ k ɑ nʲ e,pakane,PAKANE,PVKVNV,validate,Sense perception,Uralic,,eng,stan1293,fɹɒst,f ɹ ɒ s t,frost,BROST,PRVST,validate,Sense perception,Indo-European,3.97
39823,et,en,põhi,north,0.11032506843958303,0.8500203609165469,5.0,0.1345158463076771,0.14841536052856638,2757.978396846304,3042.9601369171965,5,100,20503,ekk,esto1258,Norden::N,pɤhi,p ɤ h i,pohi,PEHI,PVHV,validate,Spatial relations,Uralic,,eng,stan1293,nɔːθ,n ɔ ɔ θ,no8,NUD,NVT,validate,Spatial relations,Indo-European,5.35
39884,et,en,sadu,rain,0.14617408224187664,0.8780555949234239,3.0,0.14037800218457386,0.15682682993473107,2878.1701787903176,3215.420494151791,3,100,20503,ekk,esto1258,Regen::N,sɑd̥u,s ɑ d u,sadu,SATY,SVTV,validate,The physical world,Uralic,,eng,stan1293,ɹeɪn,ɹ e ɪ n,rein,REIN,RVN,validate,The physical world,Indo-European,4.71
39954,et,en,küngas,hill,0.1940090437572486,0.8833951024093888,14.0,0.15273052332187778,0.1525682212281932,3131.43391966846,3128.1062398416448,6,100,20503,ekk,esto1258,Hügel::N,kyŋk̥ɑs,k y ŋ k ɑ s,kiNkas,KYNKAS,KVNKVS,validate,The physical world,Uralic,,eng,stan1293,hɪl,h ɪ l,hil,HIL,HVR,validate,The physical world,Indo-European,4.82
40189,et,en,jää,ice,0.32594450578968226,0.9074054221100852,24.0,0.14232842192803244,0.14948658924282066,2918.159634790449,3064.9235392455516,3,100,20503,ekk,esto1258,Eis::N,jæː,j æ æ,yE,JE,JV,validate,The physical world,Uralic,,eng,stan1293,aɪs,a ɪ s,ais,AIS,VS,validate,The physical world,Indo-European,4.96
